Default,age,card_age,cashAmt_mean,cashAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashTotalAmt,cashTotalCnt,inCourt,isBlackList,isCrime,isDue,monthCardLargeAmt,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,transAmt_mean,transAmt_non_null_months,transCnt_mean,transCnt_non_null_months,transTotalAmt,transTotalCnt,Default,maritalStatus_1,maritalStatus_2,maritalStatus_0,education_1,education_2,education_3,education_4,education_0,idVerify_0,idVerify_1,idVerify_2,threeVerify_1,threeVerify_2,threeVerify_0,Han_0,Han_1,netLength_1,netLength_2,netLength_3,netLength_4,netLength_0,sex_0,sex_1,sex_2,CityId_1,CityId_2,CityId_3,trans_total,total_withdraw,avg_per_withdraw,avg_per_online_spend,avg_per_public_spend,bad_record
0,48,45,0,0,0,0,0,0,0,0,0,0,10330,0.79,8390,15,0,0,2144,5,2.4,5,10740,12,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,5145.6,0,0,559.333333,0,0
0,27,22,0,0,0,0,0,0,0,0,0,0,88770,0.27,-1743020,156,0,0,43890.83333,12,2.666666667,12,526720,30,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,117042.2222,0,0,-11173.20513,0,0
0,28,27,3000,4,1.5,4,12000,6,0,0,0,0,14480,0.54,-4390,9,-19970,3,2138.181818,11,1.545454545,11,23570,15,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3304.462809,4500,2000,-487.777778,-6656.666667,0
0,30,5,1300,4,3.5,4,5200,14,0,0,0,0,230,0.83,0,0,0,0,72.5,4,0.5,4,300,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,36.25,4550,371.428571,0,0,0
0,41,46,2000,1,1,1,2000,1,0,0,0,1,10320,0.92,-48670,7,0,0,2064,5,0.8,5,10320,4,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1651.2,2000,2000,-6952.857143,0,1
0,44,34,0,0,0,0,0,0,0,0,0,0,2210,0.69,-101340,39,2850,5,592.8571429,7,1.142857143,7,4180,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,677.551021,0,0,-2598.461538,570,0
0,33,58,0,0,0,0,0,0,0,0,0,0,1045300,0.08,3875970,477,-432950,27,367633.3333,12,21.16666667,12,4411630,258,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,7781572.223,0,0,8125.72327,-16035.18519,0
0,30,26,233.3333333,3,1,3,700,3,1,0,0,0,4900,0.71,800,1,790,1,2665,12,5.083333333,12,32050,59,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,13547.08333,233.333333,233.333333,800,790,1
0,25,14,21388.88889,9,5.777777778,9,192500,52,0,0,0,0,35710,0.38,28350,3,9700,1,7090,12,1.833333333,12,85130,21,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,12998.33333,123580.2469,3701.923077,9450,9700,0
0,40,20,11285.71429,7,5.428571429,7,79000,38,0,0,0,0,66500,0.31,110670,111,68740,18,39432.5,12,5.666666667,12,473230,66,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,223450.8333,61265.30615,2078.947368,997.027027,3818.888889,0
1,39,43,0,0,0,0,0,0,0,0,0,0,246040,0.56,40200,3,4650,1,151390,12,7.916666667,12,1816770,93,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1198504.167,0,0,13400,4650,0
0,24,25,500,1,1,1,500,1,0,0,0,0,44730,0.15,12710,171,44540,51,15313.33333,12,11.41666667,12,183800,141,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,174827.2222,500,500,74.327485,873.333333,0
0,44,31,2166.666667,3,1.333333333,3,6500,4,0,0,0,0,44220,0.88,20000,2,0,0,14740,3,1.333333333,3,44220,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,19653.33333,2888.888889,1625,10000,0,0
0,41,37,2500,3,1.666666667,3,7500,5,0,0,0,0,106400,0.62,-1008200,48,0,0,21746.66667,9,0.666666667,9,195720,6,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,14497.77779,4166.666667,1500,-21004.16667,0,0
0,33,24,1460,5,1.2,5,7300,6,0,0,0,0,2300,0.81,0,0,750,1,720,5,0.8,5,3600,4,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,576,1752,1216.666667,0,750,0
0,34,0,6283.333333,6,2.666666667,6,37700,10,0,0,0,0,16700,0.71,65600,10,62400,10,7266.666667,9,1.666666667,9,65700,10,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,12111.11111,16755.55556,3770,6560,6240,0
0,26,6,0,0,0,0,0,0,0,0,0,0,4670,0.92,0,0,0,0,1285,4,1,4,5150,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1285,0,0,0,0,0
0,31,10,0,0,0,0,0,0,0,0,0,0,19130,0.63,30,2,0,0,13161.11111,9,4.222222222,9,118480,38,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,55569.1358,0,0,15,0,0
0,30,35,0,0,0,0,0,0,0,0,0,0,55540,0.52,-21810,15,3340,4,5336.666667,12,2.416666667,12,64080,27,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,12896.94445,0,0,-1454,835,0
0,32,84,0,0,0,0,0,0,0,0,0,0,181980,0.67,97200,21,0,0,45455.71429,7,3,7,318190,21,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,136367.1429,0,0,4628.571429,0,0
0,31,9,0,0,0,0,0,0,0,0,0,0,12600,0.94,0,0,0,0,8735,2,3,2,17470,6,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,26205,0,0,0,0,0
0,39,43,0,0,0,0,0,0,0,0,0,0,161790,0.73,59650,24,1600,3,27773.33333,6,2.833333333,6,166640,15,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,78691.11109,0,0,2485.416667,533.333333,0
0,30,46,888.8888889,9,2.333333333,9,8000,21,0,0,0,0,6000,0.58,5090,21,4410,8,1987.777778,9,2.444444444,9,17910,21,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,4859.012345,2074.074074,380.952381,242.380952,551.25,0
0,27,11,1200,1,4,1,1200,4,0,0,0,0,34080,0.58,11430,18,15150,9,5397.777778,9,1.888888889,9,48620,15,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,10195.80247,4800,300,635,1683.333333,0
0,24,73,0,0,0,0,0,0,0,0,0,0,2140,0.83,3780,15,0,0,1092.5,4,3.5,4,4380,15,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,3823.75,0,0,252,0,0
0,48,26,5357.142857,7,1.857142857,7,37500,13,0,0,0,0,0,0.85,0,0,0,0,0,7,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,9948.979591,2884.615385,0,0,0
0,46,8,0,0,0,0,0,0,0,0,0,0,1950,0.67,-105870,141,-540,2,418.5714286,7,0.714285714,7,2930,5,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,298.979592,0,0,-750.851064,-270,0
0,36,5,13000,1,3,1,13000,3,0,0,0,0,0,0.96,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,39000,4333.333333,0,0,0
0,45,15,0,0,0,0,0,0,0,0,0,0,22000,0.85,41080,8,28580,7,7018.75,8,1.25,8,56180,10,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,8773.4375,0,0,5135,4082.857143,0
0,32,27,362.5,8,1.75,8,2900,14,0,0,0,0,7740,0.23,-7460,66,16630,21,2323.333333,12,3.25,12,27930,39,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,7550.833332,634.375,207.142857,-113.030303,791.904762,0
0,53,10,8288.888889,9,4,9,74600,36,0,0,0,0,44480,0.42,93560,10,0,1,13521.11111,9,4.444444444,9,121710,39,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,60093.82715,33155.55556,2072.222222,9356,0,0
0,43,18,2000,1,1,1,2000,1,0,0,0,0,21100,0.71,-9140,9,-1990,2,2637.5,8,0.25,8,21100,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,659.375,2000,2000,-1015.555556,-995,0
0,29,35,80,1,1,1,80,1,0,0,0,0,3440,0.88,1250,1,1250,1,1164,5,1.2,5,5840,6,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1396.8,80,80,1250,1250,0
0,31,16,820,5,1,5,4100,5,0,0,0,0,5750,0.54,5600,39,5850,8,1347.272727,11,2.909090909,11,14860,30,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3919.338842,820,820,143.589744,731.25,0
0,42,18,0,0,0,0,0,0,0,0,0,0,0,0.94,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
0,36,3,3500,1,2,1,3500,2,0,0,0,0,2570,0.94,2570,1,-2340,1,2570,1,1,1,2570,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,2570,7000,1750,2570,-2340,0
0,27,31,0,0,0,0,0,0,0,0,0,0,124500,0.88,239000,18,0,1,79666.66667,3,5.666666667,3,239000,15,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,451444.4445,0,0,13277.77778,0,0
0,30,27,1450,4,1.5,4,5800,6,1,0,0,1,450,0.87,0,0,0,0,112.5,4,0.5,4,450,2,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,56.25,2175,966.666667,0,0,2
0,33,12,0,0,0,0,0,0,0,0,0,0,4340,0.71,2490,15,-890,8,910,11,2.090909091,11,10050,21,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1902.727273,0,0,166,-111.25,0
0,44,8,1500,2,2,2,3000,4,0,0,0,1,0,0.77,0,0,0,0,0,4,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,3000,750,0,0,1
0,34,58,9000,1,3,1,9000,3,0,0,0,0,15020,0.77,-171590,27,0,1,2620,6,0.666666667,6,15720,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1746.666668,27000,3000,-6355.185185,0,0
0,23,29,750,2,1,2,1500,2,0,0,0,0,58240,0.19,-14200,306,71740,75,14815.83333,12,15.16666667,12,177850,183,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,224706.8056,750,750,-46.405229,956.533333,0
0,30,45,0,0,0,0,0,0,0,0,0,0,340110,0.71,3790,2,100,1,45289.09091,11,5.818181818,11,498240,62,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,263500.1653,0,0,1895,100,0
0,31,6,540,5,1.4,5,2700,7,0,0,0,0,4050,0.79,6260,6,0,0,1314,5,2,5,6590,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,2628,756,385.714286,1043.333333,0,0
0,35,5,1300,3,2.666666667,3,3900,8,0,0,1,0,1500,0.83,1790,6,2010,2,757.5,4,1,4,3040,4,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,757.5,3466.666667,487.5,298.333333,1005,1
0,29,76,5000,1,4,1,5000,4,0,0,0,0,23790,0.33,-288370,165,9970,11,12608,10,3.7,10,126120,37,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,46649.6,20000,1250,-1747.69697,906.363636,0
0,37,45,0,0,0,0,0,0,1,0,1,1,19130,0.42,28620,72,19440,18,4423,10,5.6,10,44280,57,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,24768.8,0,0,397.5,1080,3
0,35,38,0,0,0,0,0,0,0,0,0,0,8800,0.35,-113260,96,15040,12,3307.5,12,3.666666667,12,39740,42,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,12127.5,0,0,-1179.791667,1253.333333,0
0,40,31,0,0,0,0,0,0,0,0,0,0,3890,0.83,50,2,0,1,1247.5,4,3.25,4,4990,12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,4054.375,0,0,25,0,0
0,45,7,0,0,0,0,0,0,0,0,0,0,200,0.94,0,0,0,0,100,2,0.5,2,200,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,50,0,0,0,0,0
0,27,47,2766.666667,3,1.666666667,3,8300,5,1,0,0,0,23200,0.63,40760,3,0,0,5394,10,1.5,10,53970,15,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,8091,4611.111113,1660,13586.66667,0,1
0,40,52,300,1,1,1,300,1,0,0,0,0,360,0.9,0,0,0,0,183.3333333,3,1.666666667,3,560,5,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,305.555556,300,300,0,0,0
0,29,62,0,0,0,0,0,0,0,0,0,0,20000,0.92,10,2,0,0,6670,3,1,3,20010,3,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,6670,0,0,5,0,0
0,26,7,866.6666667,3,2,3,2600,6,0,0,0,0,2070,0.75,-10480,27,1390,18,850,5,1.2,5,4260,6,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1020,1733.333333,433.333333,-388.148148,77.222222,0
0,30,25,0,0,0,0,0,0,0,0,0,0,730,0.96,0,0,0,0,730,1,3,1,730,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2190,0,0,0,0,0
0,35,2,1700,1,4,1,1700,4,0,0,0,0,0,0.94,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,6800,425,0,0,0
0,31,25,0,0,0,0,0,0,0,0,0,0,1010,0.85,90,7,640,5,504,5,1,5,2520,5,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,504,0,0,12.857143,128,0
0,23,56,320,5,1.2,5,1600,6,0,0,0,0,77260,0.04,203930,282,152970,102,24714.16667,12,21.66666667,12,296630,267,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,535473.6113,384,266.666667,723.156028,1499.705882,0
0,29,69,2666.666667,3,1.333333333,3,8000,4,0,1,0,0,0,0.94,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3555.555555,2000,0,0,1
0,33,18,0,0,0,0,0,0,0,0,0,0,0,0.63,-3140,27,0,18,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-116.296296,0,0
0,32,27,0,0,0,0,0,0,0,0,0,0,3000,0.65,190,9,80,4,422.7272727,11,2,11,4670,21,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,845.454545,0,0,21.111111,20,0
0,23,29,0,0,0,0,0,0,0,0,0,0,139420,0.31,73360,150,45720,51,20729.16667,12,9.25,12,248790,114,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,191744.7917,0,0,489.066667,896.470588,0
0,29,14,5335,10,2.6,10,53350,26,0,0,0,0,150230,0.02,182320,198,80960,48,27162.5,12,15,12,326020,186,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,407437.5,13871,2051.923077,920.808081,1686.666667,0
0,27,24,3400,2,2,2,6800,4,0,0,0,0,1610,0.81,2040,3,0,0,291.4285714,7,0.285714286,7,2040,2,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,83.265306,6800,1700,680,0,0
0,37,7,1500,1,3,1,1500,3,0,0,0,0,0,0.63,-610340,63,0,0,0,6,0,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4500,500,-9687.936508,0,0
0,46,19,100,1,1,1,100,1,0,0,0,0,46210,0.06,-742050,153,58230,51,16368.33333,12,10.25,12,196470,123,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,167775.4166,100,100,-4850,1141.764706,0
0,34,12,200,2,1,2,400,2,0,0,0,0,0,0.96,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,200,200,0,0,0
0,39,10,6250,2,3,2,12500,6,0,1,0,1,3680,0.87,0,0,0,0,920,4,0.5,4,3680,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,460,18750,2083.333333,0,0,2
0,49,21,11600,2,4.5,2,23200,9,0,0,0,0,2940,0.58,-113310,18,-22510,5,1040,7,1.571428571,7,7300,9,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1634.285714,52200,2577.777778,-6295,-4502,0
0,26,69,400,4,1.75,4,1600,7,0,0,0,0,260,0.71,-60,15,0,9,95,6,0.833333333,6,580,5,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,79.166667,700,228.571429,-4,0,0
0,27,10,100,1,1,1,100,1,0,0,0,0,30000,0.92,58700,2,0,0,19643.33333,3,1,3,58930,3,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,19643.33333,100,100,29350,0,0
0,32,38,9250,4,3.25,4,37000,13,0,0,0,0,19360,0.65,30920,24,0,0,3371,10,2.1,10,33730,21,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,7079.1,30062.5,2846.153846,1288.333333,0,0
0,41,77,15530,1,10,1,15530,10,0,0,0,0,8110,0.75,21290,9,13170,7,2880,8,2.25,8,23060,18,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,6480,155300,1553,2365.555556,1881.428571,0
0,23,2,200,2,1,2,400,2,0,0,0,0,0,0.96,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,200,200,0,0,0
0,25,26,0,0,0,0,0,0,0,0,0,0,33240,0.5,12810,144,51210,42,14367.5,8,11,8,114970,93,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,158042.5,0,0,88.958333,1219.285714,0
0,23,12,100,1,1,1,100,1,0,0,0,0,1840,0.79,5030,12,0,2,778.75,8,2.125,8,6240,17,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1654.84375,100,100,419.166667,0,0
0,51,6,1750,2,1,2,3500,2,0,0,0,0,0,0.96,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1750,1750,0,0,0
0,27,27,100,2,1,2,200,2,0,0,0,0,2880,0.87,-3330,18,660,7,1070,3,2.666666667,3,3210,8,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2853.333334,100,100,-185,94.285714,0
0,29,17,0,0,0,0,0,0,0,0,0,0,17190,0.48,23840,7,26270,4,8379.166667,12,5.916666667,12,100600,69,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,49576.73612,0,0,3405.714286,6567.5,0
0,33,62,0,0,0,0,0,0,0,0,0,0,50000,0.94,10000,1,0,0,20000,3,1,3,60000,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,20000,0,0,10000,0,0
0,50,16,200,3,1,3,600,3,0,0,0,0,249440,0.63,20760,33,-27760,2,30607.27273,11,2,11,336710,21,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,61214.54546,200,200,629.090909,-13880,0
0,32,9,0,0,0,0,0,0,0,0,0,0,50,0.98,0,0,0,0,50,1,1,1,50,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,50,0,0,0,0,0
0,24,18,3045.454545,11,3.727272727,11,33500,41,0,0,0,0,12330,0.08,51960,192,24870,69,7693.333333,12,11.83333333,12,92380,144,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,91037.77775,11351.23967,817.073171,270.625,360.434783,0
0,37,33,1400,3,1,3,4200,3,0,0,0,0,10000,0.88,10000,1,10000,1,4018,5,0.8,5,20090,4,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3214.4,1400,1400,10000,10000,0
0,34,36,4457.142857,7,2.285714286,7,31200,16,0,0,0,0,27800,0.44,25660,4,0,0,10110.83333,12,4,12,121370,48,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,40443.33332,10187.7551,1950,6415,0,0
0,29,48,0,0,0,0,0,0,0,0,0,0,15260,0.35,64320,63,30960,24,5770,12,5.083333333,12,69300,63,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,29330.83333,0,0,1020.952381,1290,0
0,23,29,1560,5,1.2,5,7800,6,0,0,0,0,9480,0.33,12170,154,12420,33,2204.545455,11,12.72727273,11,24280,145,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,28057.85125,1872,1300,79.025974,376.363636,0
0,43,40,0,0,0,0,0,0,0,0,0,0,4500,0.65,-82450,15,4500,3,1325,8,0.875,8,10620,7,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1159.375,0,0,-5496.666667,1500,0
0,43,7,0,0,0,0,0,0,0,0,0,1,0,0.96,0,0,0,1,0,2,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0,57,49,1650,4,1,4,6600,4,0,0,0,0,17590,0.63,12080,21,48560,8,7210.833333,12,1.333333333,12,86610,15,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,9614.444442,1650,1650,575.238095,6070,0
0,30,4,0,0,0,0,0,0,0,0,0,0,200,0.98,0,0,0,0,200,1,1,1,200,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,200,0,0,0,0,0
0,43,8,8000,1,2,1,8000,2,0,0,0,0,52010,0.94,0,0,0,0,26005,2,2.5,2,52010,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,65012.5,16000,4000,0,0,0
0,36,3,0,0,0,0,0,0,0,0,0,0,3810,0.92,9350,4,0,0,3810,3,1,3,11440,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,3810,0,0,2337.5,0,0
0,40,46,0,0,0,0,0,0,0,0,0,0,50000,0.35,-41430,32,-119590,11,23128.33333,12,8.083333333,12,277610,98,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,186954.0277,0,0,-1294.6875,-10871.81818,0
0,55,30,0,0,0,0,0,0,0,0,0,0,1000,0.98,0,0,0,0,1000,1,1,1,1000,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1000,0,0,0,0,0
0,35,30,8800,1,3,1,8800,3,0,0,0,0,14350,0.38,-79080,84,30280,17,11030.83333,12,7.25,12,132480,87,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,79973.54164,26400,2933.333333,-941.428571,1781.176471,0
0,29,2,700,1,2,1,700,2,0,0,0,0,0,0.98,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1400,350,0,0,0
0,43,14,0,0,0,0,0,0,0,0,0,0,380,0.96,0,0,0,0,310,2,1.5,2,620,3,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,465,0,0,0,0,0
0,31,62,5000,1,2,1,5000,2,0,0,0,0,100660,0.52,210580,87,79720,36,26320,8,10.75,8,210580,87,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,282940,10000,2500,2420.45977,2214.444444,0
